Photograph,Die,Fotografie,Fotografien
Secret,Das,Geheimnis,Geheimnisse
Beauty,Die,Schönheit,Schönheiten
Presence,Das,Vorhandensein,Präsenzen
Bell,Die,Glocke,Glocken
Folk,Die,Volks,Leute
Button,Der,Knopf,Knöpfe
List,Die,Liste,Listen
Level,Das,Level,Niveaus
Date,Das,Datum,Daten
Subject,Das,Thema,Fächer
Difference,Der,Unterschied,Unterschiede
Pause,Die,Pause,Pausen
Van,Der,Van,Wagen
Blade,Die,Klinge,Klingen
Television,Das,Fernsehen,Fernseher
Cover,Die,Titelseite,Abdeckungen
Past,Die,Vergangenheit,Vergangenheit
Farm,Der,Bauernhof,Bauernhöfe
Lap,Die,Runden,Runden
Band,Die,Band,Bands
Lawyer,Der,Anwalt,Anwälte
Magazine,Das,Magazin,Zeitschriften
Branch,Der,Ast,Zweige
Frame,Der,Rahmen,Rahmen
Deck,Das,Deck,Decks
Effect,Der,Effekt,Effekte
Dance,Der,Tanz,Tänze
Vision,Die,Sicht,Visionen
Ghost,Das,Gespenst,Geister
Ass,Der,Esel,Esel
Character,Der,Charakter,Charaktere
Glance,Der,Blick,Blicke
GoodBye,Das,Auf,Die
Parking,Das,Park,Parkplätze
Breakfast,Das,Frühstück,Frühstück
Gesture,Die,Geste,Gesten
Luck,Das,Glück,Lucks
Blanket,Die,Decke,Decken
Gas,Das,Gas,Gase
Corridor,Der,Korridor,Flure
Professor,Der,Professor,Professoren
Play,Das,Spiel,Spiele
Mistake,Der,Fehler,Fehler
University,Die,Universität,Universitäten
Ocean,Der,Ozean,Ozeane
Century,Das,Jahrhundert,Jahrhunderte
Honey,Der,Honig,Honige
Pile,Der,Stapel,Stapel
Bowl,Die,Schale,Schalen
Base,Die,Basis,Basen
Fence,Der,Zaun,Zäune
Rule,Die,Regel,Regeln
Laughter,Das,Gelächter,Gelächter
Anger,Die,Wut,Angers
Sweat,Der,Schweiß,Schweißausbrüche
Accident,Der,Unfall,Unfälle
Weather,Das,Wetter,
Decision,Die,Entscheidung,Entscheidungen
Angel,Der,Engel,Engel
Strength,Die,Stärke,Stärken
Chicken,Das,Huhn,Hühner
Study,Die,Studium,Studien
Tape,Das,Band,Bänder
Wrist,Das,Handgelenk,Handgelenke
Stop,Der,Halt,Anschläge
Hip,Die,Hüfte,Hüften
Government,Die,Regierung,Regierungen
Belly,Der,Bauch,Bäuche
Queen,Die,Königin,Königinnen
Report,Der,Bericht,Berichte
Tail,Der,Schweif,Schwänze
Plant,Die,Pflanze,Pflanzen
Flame,Die,Flamme,Flammen
Heaven,Der,Himmel,Himmel
Belt,Der,Gürtel,Gürtel
Neighborhood,Die,Nachbarschaft,Nachbarschaften
Energy,Die,Energie,Energien
Green,Das,Grün,Grünen
Quarter,Das,Viertel,Viertel
Enemy,Der,Feind,Feinde
Move,Die,Bewegung,Züge
Entrance,Der,Eingang,Zugänge
Library,Die,Bibliothek,Bibliotheken
Writer,Der,Verfasser,Autoren
Peace,Der,Frieden,Peaces
Touch,Die,Berührung,Berührungen
Pot,Der,Topf,Töpfe
Type,Der,Typ,Typen
Cause,Der,Grund,Gründe
Rope,Das,Seil,Seile
Muscle,Der,Muskel,Muskeln
Painting,Das,Gemälde,Gemälde
Curtain,Die,Gardine,Vorhänge
Meal,Die,Mahlzeit,Essen
Act,Der,Akt,Handlungen
Wolf,Der,Wolf,Wölfe
Cabin,Die,Kajüte,Kabinen
Charge,Die,Ladung,Ladungen
Clock,Die,Uhr,Uhren
Passenger,Der,Passagier,Passagiere
Buddy,Der,Kumpel,Freunde
Drug,Das,Medikament,Arzneimittel
Use,Die,Verwendung,Verwendungen
Bench,Die,Bank,Bänke
Traffic,Der,Verkehr,Verkehre
Relief,Das,Relief,Reliefs
Cap,Die,Kappe,Kappen
Pack,Das,Rudel,Packungen
Weekend,Das,Wochenende,Wochenenden
Stand,Der,Stand,Stände
Elevator,Der,Aufzug,Aufzüge
Birthday,Der,Geburtstag,Geburtstage
Lily,Die,Lilie,Lilien
Iron,Das,Bügeleisen,Eisen
Meat,Das,Fleisch,Fleisch
Eyebrow,Die,Augenbraue,Augenbrauen
Response,Die,Antwort,Antworten
Speed,Die,Geschwindigkeit,Geschwindigkeiten
Purpose,Die,Absicht,Zwecke
Skirt,Der,Rock,Röcke
Square,Das,Quadrat,Quadrate
Drive,Die,Fahrt,Antriebe
Article,Den,Artikel,Artikel
English,Das,Englisch,Englishes
Tower,Der,Turm,Türme
Battle,Der,Kampf,Schlachten
Film,Der,Film,Filme
Race,Das,Rennen,Rennen
Shock,Der,Schock,Schocks
Section,Die,Sektion,Abschnitte
Manner,Die,Methode,Sitten
Sword,Das,Schwert,Schwerter
Stick,Der,Stock,Stöcke
File,Die,Datei,Dateien
Bread,Das,Brot,Brote
Oil,Das,Öl,Öle
Chain,Die,Kette,Ketten
Department,Die,Abteilung,Abteilungen
Project,Das,Projekt,Projekte
Murder,Der,Mord,Morde
Bear,Der,Bär,Bären
Test,Der,Test,Tests
Visit,Der,Besuch,Besuche
Milk,Die,Milch,Milch
Boss,Der,Chef,Bosse
Elbow,Der,Ellbogen,Ellbogen
Desire,Das,Verlangen,Wünsche
Patient,Der,Patient,Patienten
Grin,Das,Grinsen,Grins
Lover,Der,Liebhaber,Liebhaber
Price,Der,Preis,Preise
Map,Die,Karte,Karten
Knowledge,Das,Wissen,Erkenntnisse
Beginning,Der,Anfang,Anfänge
Cold,Die,Kälte,Erkältung
Closet,Der,Schrank,Schränke
Dawn,Die,Morgendämmerung,Morgengrauen
Temple,Der,Tempel,Tempel
Joy,Der,Spaß,Freuden
Duty,Die,Pflicht,Aufgaben
Practice,Die,Übung,Praktiken
Heel,Die,Ferse,Fersen
Valley,Das,Tal,Täler
Fight,Der,Kampf,Kämpfe
Wire,Das,Kabel,Drähte
Jeans,Die,Jeans,Jeanses
Kiss,Der,Kuss,Küsse
Jaw,Der,Kiefer,Backen
Run,Die,Lauf,Läufe
Hold,Der,Halt,Laderäume
Relationship,Das,Verhältnis,Beziehungen
Object,Das,Objekt,Objekte
Attack,Der,Angriff,Angriffe
Dish,Das,Gericht,Geschirr
Highway,Die,Autobahn,Autobahnen
Shade,Die,Schattierung,Schatten
Crime,Das,Verbrechen,Verbrechen
White,Das,Weiß,Weißen
Partner,Der,Partner,Partner
Priest,Der,Priester,Priester
Lawn,Der,Rasen,Rasen
Laugh,Das,Lachen,Lachen
Trunk,Der,Kofferraum,Stämme
Cry,Das,Weinen,Schreie
Program,Das,Programm,Programme
Ride,Die,Fahrt,Fahrten
Shelf,Das,Regal,Regale
Gentleman,Der,Gentleman,Gentlemans
Being,Das,Sein,Wesen
Steel,Der,Stahl,Stähle
Sidewalk,Der,Bürgersteig,Bürgersteige
Uniform,Die,Uniform,Uniformen
Pattern,Das,Muster,Muster
Evidence,Der,Beweis,Beweise
Player,Der,Spieler,Spieler
Novel,Der,Roman,Romane
Pillow,Das,Kissen,Kissen
Lamp,Die,Lampe,Lampen
Drawer,Die,Schublade,Schubladen
Danger,Die,Gefahr,Gefahren
Detective,Der,Detektiv,Detektive
Instant,Die,Instant,Zeitpunkte
Thinking,Das,Denken,Gedanken
Crack,Der,Riss,Risse
Prayer,Das,Gebet,Gebete
Towel,Das,Handtuch,Handtücher
Glove,Der,Handschuh,Handschuhe
Bay,Die,Bucht,Buchten
Audience,Das,Publikum,Publikum
Can,Die,Dose,Dosen
Condition,Die,Bedingung,Bedingungen
Trail,Der,Pfad,Wanderwege
Waist,Die,Taille,Taille
Pressure,Der,Druck,Drücke
Telephone,Das,Telefon,Telefone
Sink,Das,Waschbecken,Waschbecken
Return,Die,Rückkehr,Renditen
Breeze,Die,Brise,Lüfte
Taste,Der,Geschmack,Geschmäcker
Fault,Der,Fehler,Fehler
Stream,Der,Strom,
Result,Das,Ergebnis,Ergebnisse
Author,Der,Autor,Autoren
Tip,Das,Trinkgeld,Spitzen
Shower,Die,Dusche,Duschen
Toe,Die,Zehe,Zehen
Season,Die,Jahreszeit,Jahreszeiten
Half,Die,Hälfte,Hälften
Fool,Der,Dummkopf,Narren
Tunnel,Der,Tunnel,Tunnel
Client,Der,Klient,Clients
Garage,Die,Garage,Garagen
Mission,Die,Mission,Missionen
Chief,Der,Chef,Häuptlinge
Bullet,Die,Kugel,Kugeln
Market,Der,Markt,Märkte
Loss,Der,Verlust,Verluste
Series,Die,Reihe,Serieses
Pen,Der,Stift,Stifte
Term,Der,Begriff,Begriffe
Poem,Das,Gedicht,Gedichte
Prince,Der,Prinz,Fürsten
Clay,Der,Ton,Tone
Lock,Das,Schloss,Schlösser
Reality,Die,Realität,Wirklichkeiten
Snake,Die,Schlange,Schlangen
Apple,Der,Apfel,Äpfel
Mask,Die,Maske,Masken
Customer,Dem,Kunden,Kunden
Birth,Die,Geburt,Geburten
Break,Die,Pause,Pausen
Wonder,Das,Wunder,Wunder
Sunlight,Das,Sonnenlicht,Sunlights
Tank,Der,Panzer,Tanks
Staff,Das,Personal,Mitarbeiter
Lie,Die,Lüge,Lügen
Faith,Der,Glaube,Glauben
Honor,Die,Ehre,Ehren
Cream,Die,Creme,Cremes
Sake,Das,Wohl,Willen
Victim,Das,Opfer,Opfer
Possibility,Die,Möglichkeit,Möglichkeiten
Contact,Der,Kontakt,Kontakte
Mood,Die,Stimmung,Stimmungen
Thumb,Der,Daumen,Daumen
Reading,Das,Lesen,Messwerte
Fun,Der,Spaß,Funs
Candle,Die,Kerze,Kerzen
Cave,Die,Höhle,Höhlen
Post,Die,Post,Pfosten
Prison,Das,Gefängnis,Gefängnisse
Emotion,Die,Emotion,Emotionen
Leader,Der,Führer,Führer
Degree,Der,Grad,Grade
Feature,Die,Eigenschaft,Funktionen
Ticket,Das,Ticket,Tickets
Alien,Das,Alien,Aliens
Lesson,Der,Unterricht,Stunden
Desert,Die,Wüste,Wüsten
Cut,Der,Schnitt,Schnitte
Mess,Die,Unordnung,Kasinos
Warning,Die,Warnung,Warnungen
Tale,Das,Märchen,Geschichten
Funeral,Das,Begräbnis,Beerdigungen
Cab,Das,Taxi,Kabinen
Reporter,Der,Reporter,Reporter
Present,Das,Geschenk,Geschenke
Theater,Das,Theater,Theater
Length,Die,Länge,Längen
Mud,Der,Schlamm,Schlämme
Science,Die,Wissenschaft,Wissenschaften
Drop,Der,Fall,Tropfen
String,Die,Schnur,Streicher
Speech,Die,Rede,Reden
Copy,Die,Kopie,Kopien
Cow,Die,Kuh,Kühe
Worker,Der,Arbeiter,Arbeiter
Thigh,Der,Oberschenkel,Thighes
Lab,Das,Labor,Labors
Roll,Die,Rolle,Walzen
Fruit,Das,Obst,Früchte
Patch,Der,Patch,Patches
Silk,Die,Seide,Seide
Buck,Der,Buck,Böcke
Brick,Die,Ziegel,Ziegel
Rifle,Das,Gewehr,Gewehre
Career,Die,Karriere,Karrieren
Issue,Das,Thema,Probleme
Opportunity,Die,Gelegenheit,Chancen
Director,Der,Direktor,Direktoren
Monster,Das,Monster,Monster
Vehicle,Das,Fahrzeug,Fahrzeuge
Alley,Die,Gasse,Gassen
Sleeve,Die,Hülse,Ärmel
Grave,Das,Grab,Gräber
Bush,Der,Busch,Büsche
Dining,Der,Speisesaal,Dinings
Opening,Die,Eröffnung,Öffnungen
Twin,Der,Zwilling,Zwillinge
Barn,Die,Scheune,Scheunen
Pound,Das,Pfund,Pfunde
Site,Der,Standort,Websites
Flash,Der,Blitz,Blitze
Judge,Der,Richter,Richter
Mass,Die,Masse,Massen
Process,Der,Prozess,Prozesse
Tie,Das,Band,Bande
Purse,Der,Geldbeutel,Geldbeutel
Pipe,Das,Rohr,Röhren
Dragon,Der,Drache,Drachen
Horizon,Der,Horizont,Horizonte
Tray,Die,Schale,Traies
Envelope,Der,Umschlag,Umschläge
Check,Die,Prüfung,Kontrollen
Adult,Die,Erwachsene,Erwachsenen
Emergency,Der,Notfall,Emergencys
Material,Das,Material,Materialien
Childhood,Die,Kindheit,Kindheit
Habit,Die,Angewohnheit,Gewohnheiten
Artist,Der,Künstler,Artisten
Address,Die,Adresse,Adressen
Scent,Der,Duft,Düfte
Universe,Das,Universum,Universen
Nod,Das,Kopfnicken,Nickt
Shell,Die,Muschel,Schalen
Community,Die,Gemeinde,Gemeinden
Start,Der,Anfang,Der
Wound,Die,Wunde,Wunden
Mouse,Die,Maus,Mäuse
Pilot,Der,Pilot,Piloten
Grade,Die,Klasse,Noten
Video,Das,Video,Videos
Basket,Der,Korb,Körbe
